label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
OPEN_PALM,0.0,0.0,0.16404591500759125,-0.20637765526771545,0.2922510504722595,-0.500273585319519,0.3809293806552887,-0.7829976081848145,0.4687553346157074,-1.0038199424743652,0.09020651876926422,-0.9841066598892212,0.10519005358219147,-1.3650798797607422,0.10176974534988403,-1.605225682258606,0.09189252555370331,-1.822547197341919,-0.04363694414496422,-0.9990473985671997,-0.08952805399894714,-1.4134992361068726,-0.12787792086601257,-1.6661324501037598,-0.16571900248527527,-1.8736295700073242,-0.1563173085451126,-0.9213971495628357,-0.2213820368051529,-1.2942925691604614,-0.2652021050453186,-1.535660743713379,-0.3031996786594391,-1.7479017972946167,-0.25691327452659607,-0.7730638980865479,-0.3216201364994049,-1.06857168674469,-0.36064743995666504,-1.2614349126815796,-0.3923186957836151,-1.448439359664917
OPEN_PALM,0.0,0.0,0.23861131072044373,-0.0976962074637413,0.4115179777145386,-0.31055858731269836,0.5253210067749023,-0.5483265519142151,0.6273505687713623,-0.6997292041778564,0.24394333362579346,-0.9098188877105713,0.3054284155368805,-1.2509992122650146,0.3278045356273651,-1.4567716121673584,0.33817532658576965,-1.6277011632919312,0.11059534549713135,-0.9938655495643616,0.11746910959482193,-1.4156882762908936,0.10936453193426132,-1.6566619873046875,0.09526962786912918,-1.8393349647521973,-0.01324567012488842,-0.9905175566673279,-0.02375972270965576,-1.3909823894500732,-0.03095759078860283,-1.6310737133026123,-0.03852974995970726,-1.832490086555481,-0.13388994336128235,-0.9177786707878113,-0.16188600659370422,-1.253688097000122,-0.17183344066143036,-1.4600533246994019,-0.17073692381381989,-1.6523354053497314
OPEN_PALM,0.0,0.0,-0.10702167451381683,-0.6727039813995361,-0.2870890200138092,-1.1938575506210327,-0.48483750224113464,-1.5987446308135986,-0.5200265645980835,-2.026853561401367,-0.9121371507644653,-0.6371706128120422,-1.2905433177947998,-0.6493613123893738,-1.5194202661514282,-0.5854452252388,-1.721785545349121,-0.5070141553878784,-0.9685379862785339,-0.24886570870876312,-1.3846218585968018,-0.24751515686511993,-1.641383409500122,-0.19784465432167053,-1.850523829460144,-0.1351952850818634,-0.943141520023346,0.12074848264455795,-1.339329481124878,0.13810990750789642,-1.573456048965454,0.15349134802818298,-1.7733806371688843,0.17820027470588684,-0.8501172065734863,0.4831739366054535,-1.1764200925827026,0.500758945941925,-1.3699111938476562,0.4935154318809509,-1.5497236251831055,0.47473636269569397
OPEN_PALM,0.0,0.0,0.08912710100412369,-0.43012598156929016,0.12575648725032806,-0.8437005281448364,0.10726063698530197,-1.2048083543777466,0.12106875330209732,-1.509293556213379,-0.2970627546310425,-1.049438714981079,-0.4661252796649933,-1.368515968322754,-0.5849824547767639,-1.5303783416748047,-0.6978236436843872,-1.6740612983703613,-0.4118000864982605,-0.9112741947174072,-0.5985092520713806,-1.2495789527893066,-0.7304460406303406,-1.4428640604019165,-0.845198392868042,-1.6000596284866333,-0.48463499546051025,-0.7158870697021484,-0.6651924252510071,-1.0438510179519653,-0.7808222770690918,-1.2378690242767334,-0.8847758173942566,-1.4104092121124268,-0.5321804285049438,-0.46253126859664917,-0.6847766637802124,-0.7351641058921814,-0.7728598713874817,-0.90721595287323,-0.8564231395721436,-1.0821501016616821
OPEN_PALM,0.0,0.0,-0.05249565467238426,-0.6140373349189758,-0.16382192075252533,-1.1448678970336914,-0.27658000588417053,-1.576069712638855,-0.3024020493030548,-1.9716429710388184,-0.730374813079834,-0.9256934523582458,-1.0730007886886597,-1.1674712896347046,-1.297629714012146,-1.2826900482177734,-1.500788688659668,-1.373215675354004,-0.8251133561134338,-0.564967155456543,-1.2206555604934692,-0.6978383660316467,-1.4839959144592285,-0.7628716230392456,-1.7074463367462158,-0.8113182783126831,-0.8342416882514954,-0.18621987104415894,-1.2089728116989136,-0.27181851863861084,-1.4604147672653198,-0.3320521414279938,-1.6731137037277222,-0.3894098401069641,-0.7826484441757202,0.2033788114786148,-1.091320276260376,0.20663602650165558,-1.3004450798034668,0.20252612233161926,-1.4938760995864868,0.17376187443733215
OPEN_PALM,0.0,0.0,0.009812084026634693,-0.5672594308853149,-0.09234177321195602,-1.0565459728240967,-0.23371607065200806,-1.400529384613037,-0.2806251347064972,-1.7242993116378784,-0.6149410009384155,-0.9807026386260986,-0.8891984820365906,-1.2103184461593628,-1.0663790702819824,-1.3156647682189941,-1.2305630445480347,-1.397992491722107,-0.7161069512367249,-0.6979905962944031,-1.0441091060638428,-0.863044023513794,-1.2532068490982056,-0.9382705688476562,-1.431411623954773,-0.9846969246864319,-0.748155951499939,-0.398335337638855,-1.0569987297058105,-0.5183340311050415,-1.2606316804885864,-0.5901800990104675,-1.4416654109954834,-0.6462439298629761,-0.7296721339225769,-0.06334983557462692,-0.9978445172309875,-0.09510575234889984,-1.1680564880371094,-0.129269540309906,-1.32979154586792,-0.182622492313385
OPEN_PALM,0.0,0.0,0.050366248935461044,-0.514728844165802,0.01592293567955494,-0.9767447113990784,-0.07260849326848984,-1.32635498046875,-0.08942966908216476,-1.6222931146621704,-0.4733586311340332,-1.0269360542297363,-0.7021118402481079,-1.3205819129943848,-0.8518856167793274,-1.4673939943313599,-0.9948500394821167,-1.5938721895217896,-0.5914231538772583,-0.8063614368438721,-0.8837871551513672,-1.04381263256073,-1.07323157787323,-1.1643154621124268,-1.2378780841827393,-1.2544467449188232,-0.6440821886062622,-0.5537109375,-0.9212400317192078,-0.7450041174888611,-1.1011077165603638,-0.8773654103279114,-1.2612875699996948,-0.9921327829360962,-0.6501256823539734,-0.2570723295211792,-0.8976560235023499,-0.3516184389591217,-1.0476089715957642,-0.4463088810443878,-1.1860830783843994,-0.56235671043396
OPEN_PALM,0.0,0.0,0.059370264410972595,-0.5105414986610413,0.03156213089823723,-0.9655053019523621,-0.05331796035170555,-1.3090814352035522,-0.06865032017230988,-1.5975351333618164,-0.45171716809272766,-1.0231335163116455,-0.6616542339324951,-1.3271113634109497,-0.8020258545875549,-1.492000937461853,-0.9356587529182434,-1.6387336254119873,-0.5720645785331726,-0.8202086091041565,-0.857528030872345,-1.0642775297164917,-1.0417571067810059,-1.1992056369781494,-1.2000937461853027,-1.3102136850357056,-0.6306087970733643,-0.5801589488983154,-0.9041187763214111,-0.7764406800270081,-1.0812169313430786,-0.9269170165061951,-1.2373831272125244,-1.065203309059143,-0.6451923847198486,-0.29240167140960693,-0.8887268900871277,-0.3989364206790924,-1.0317564010620117,-0.5090349912643433,-1.1614428758621216,-0.6478157639503479
OPEN_PALM,0.0,0.0,0.06963886320590973,-0.5025855898857117,0.05769067257642746,-0.9558497667312622,-0.016706345602869987,-1.3005691766738892,-0.033295683562755585,-1.5897239446640015,-0.41928619146347046,-1.0321506261825562,-0.6184697151184082,-1.3561667203903198,-0.7535284757614136,-1.53566312789917,-0.8828302025794983,-1.6959038972854614,-0.5413811802864075,-0.8407772183418274,-0.8088333606719971,-1.1045359373092651,-0.9882168769836426,-1.2510484457015991,-1.1416314840316772,-1.3708845376968384,-0.6033422946929932,-0.6063928008079529,-0.862337052822113,-0.8307397961616516,-1.0366235971450806,-0.9881929755210876,-1.1913650035858154,-1.13518488407135,-0.6236850619316101,-0.32302695512771606,-0.8519627451896667,-0.4551830291748047,-0.9905612468719482,-0.569852888584137,-1.1174896955490112,-0.7082918286323547
OPEN_PALM,0.0,0.0,0.07130787521600723,-0.47964707016944885,0.06083709001541138,-0.9228599071502686,-0.005571124143898487,-1.2696951627731323,-0.0187394842505455,-1.5520765781402588,-0.4042064845561981,-1.0295977592468262,-0.5869521498680115,-1.3510029315948486,-0.7111721634864807,-1.5280625820159912,-0.8324646353721619,-1.6894781589508057,-0.5292333364486694,-0.8484762907028198,-0.7869098782539368,-1.1243889331817627,-0.9561076760292053,-1.2786993980407715,-1.1040434837341309,-1.4095011949539185,-0.5932620763778687,-0.6210415959358215,-0.8410249948501587,-0.8492535948753357,-1.0047026872634888,-1.0152534246444702,-1.1528968811035156,-1.173486590385437,-0.6134432554244995,-0.3410447835922241,-0.8358426690101624,-0.4706067740917206,-0.9679412841796875,-0.5857415199279785,-1.089048981666565,-0.7278558015823364
OPEN_PALM,0.0,0.0,0.08301244676113129,-0.47986534237861633,0.08704294264316559,-0.9165329337120056,0.022449081763625145,-1.266791820526123,0.0029552781488746405,-1.551476240158081,-0.38466086983680725,-1.0320407152175903,-0.5659686326980591,-1.3674280643463135,-0.6855959892272949,-1.548685908317566,-0.7983824014663696,-1.7140692472457886,-0.5106129050254822,-0.8598107099533081,-0.7687633633613586,-1.1563397645950317,-0.9306870698928833,-1.330778956413269,-1.0664249658584595,-1.4750490188598633,-0.5783247947692871,-0.6403171420097351,-0.8325148820877075,-0.8838322162628174,-0.9962287545204163,-1.0642577409744263,-1.1399928331375122,-1.2284644842147827,-0.6060488820075989,-0.3694130480289459,-0.8304633498191833,-0.5366204977035522,-0.9642236232757568,-0.6704579591751099,-1.0858734846115112,-0.823749303817749
OPEN_PALM,0.0,0.0,0.07724924385547638,-0.47790583968162537,0.07837921380996704,-0.9093226790428162,0.020457956939935684,-1.256874680519104,0.007413485087454319,-1.5415984392166138,-0.3755660951137543,-1.037490725517273,-0.5548091530799866,-1.3648097515106201,-0.6750105619430542,-1.5451860427856445,-0.7903403043746948,-1.7093530893325806,-0.49892306327819824,-0.8666463494300842,-0.7488095760345459,-1.152910828590393,-0.9053658246994019,-1.3204723596572876,-1.0393924713134766,-1.4603731632232666,-0.5660275816917419,-0.6478019952774048,-0.8107185363769531,-0.8864647746086121,-0.9689363837242126,-1.057226300239563,-1.110129714012146,-1.216442584991455,-0.5946944952011108,-0.38033467531204224,-0.8138467669487,-0.540972113609314,-0.9437428116798401,-0.6676781177520752,-1.0626893043518066,-0.8153053522109985
OPEN_PALM,0.0,0.0,0.08789815753698349,-0.4814946949481964,0.08713407069444656,-0.9122111797332764,0.025360072031617165,-1.2572110891342163,0.02000742405653,-1.5340683460235596,-0.378728449344635,-1.036969542503357,-0.5584180951118469,-1.3687117099761963,-0.6744243502616882,-1.5526361465454102,-0.7810021042823792,-1.7189397811889648,-0.5053333640098572,-0.8629241585731506,-0.7596932649612427,-1.1562886238098145,-0.9175819158554077,-1.330532193183899,-1.0487735271453857,-1.4738411903381348,-0.5758295059204102,-0.6470182538032532,-0.826801598072052,-0.8898048400878906,-0.9864111542701721,-1.0698902606964111,-1.1258516311645508,-1.2349904775619507,-0.6066626906394958,-0.3822062611579895,-0.8300085663795471,-0.5564889907836914,-0.9616836905479431,-0.693517804145813,-1.0808480978012085,-0.8497722148895264
OPEN_PALM,0.0,0.0,0.08794888108968735,-0.465440571308136,0.09709181636571884,-0.8798854947090149,0.04334281384944916,-1.224344253540039,0.030842730775475502,-1.5077041387557983,-0.3670178949832916,-1.0209734439849854,-0.5255904793739319,-1.348570466041565,-0.6350047588348389,-1.5325231552124023,-0.7381535768508911,-1.6994315385818481,-0.49703848361968994,-0.8677285313606262,-0.7409969568252563,-1.181650996208191,-0.8946444392204285,-1.3656141757965088,-1.0225389003753662,-1.5167970657348633,-0.5696271061897278,-0.6627153158187866,-0.8184336423873901,-0.9175958633422852,-0.9707219004631042,-1.09878671169281,-1.1027387380599976,-1.2626248598098755,-0.6016906499862671,-0.4046517312526703,-0.823465883731842,-0.5798832774162292,-0.952398419380188,-0.7202821969985962,-1.0678366422653198,-0.8792952299118042
OPEN_PALM,0.0,0.0,0.10138914734125137,-0.4532163441181183,0.12558089196681976,-0.8640801310539246,0.08107317984104156,-1.2033244371414185,0.07200345396995544,-1.474694848060608,-0.3218737542629242,-1.03666090965271,-0.4752129018306732,-1.3785525560379028,-0.5837236046791077,-1.5597113370895386,-0.6853482723236084,-1.7155723571777344,-0.45431262254714966,-0.8908422589302063,-0.6817018985748291,-1.2210575342178345,-0.8267418146133423,-1.4075318574905396,-0.9481648802757263,-1.5514342784881592,-0.5346762537956238,-0.6965689063072205,-0.7642041444778442,-0.9671095609664917,-0.9073492288589478,-1.1532988548278809,-1.0310230255126953,-1.312605619430542,-0.5799581408500671,-0.447383850812912,-0.7841643691062927,-0.6421563625335693,-0.9060513377189636,-0.7921618819236755,-1.0140955448150635,-0.94985431432724
OPEN_PALM,0.0,0.0,0.1106838807463646,-0.4482187330722809,0.1374090164899826,-0.8577345013618469,0.09897162765264511,-1.1935887336730957,0.09446661174297333,-1.4565430879592896,-0.3077389895915985,-1.0336272716522217,-0.4521012008190155,-1.3842443227767944,-0.5498437881469727,-1.5811020135879517,-0.640420138835907,-1.752050757408142,-0.43869760632514954,-0.8986347317695618,-0.6572415232658386,-1.2463065385818481,-0.7936444878578186,-1.4488548040390015,-0.9043489694595337,-1.6022975444793701,-0.5224923491477966,-0.7124986052513123,-0.743809700012207,-0.9971655607223511,-0.8785108923912048,-1.188468098640442,-0.9941677451133728,-1.3500423431396484,-0.5746747255325317,-0.46946603059768677,-0.7696097493171692,-0.6737120151519775,-0.8830245137214661,-0.8231999278068542,-0.9837062358856201,-0.9783192276954651
OPEN_PALM,0.0,0.0,0.11443834006786346,-0.4350002110004425,0.1519407480955124,-0.8237410187721252,0.1243482381105423,-1.1570695638656616,0.12114046514034271,-1.4188042879104614,-0.2829029858112335,-1.0307660102844238,-0.4204675853252411,-1.3873591423034668,-0.5133500099182129,-1.5820833444595337,-0.6007130742073059,-1.7540510892868042,-0.415069580078125,-0.9097896218299866,-0.6155058741569519,-1.2655256986618042,-0.745750367641449,-1.4734286069869995,-0.8531181812286377,-1.6344424486160278,-0.5045901536941528,-0.7324550747871399,-0.7172279357910156,-1.0282506942749023,-0.8506680130958557,-1.228993535041809,-0.9650179743766785,-1.4032520055770874,-0.5635296702384949,-0.49579909443855286,-0.7561595439910889,-0.7143985629081726,-0.869524359703064,-0.8714436292648315,-0.9674356579780579,-1.0422857999801636
